PROFESION;SEDE DE ADJUDICACIÓN;N° PLAZAS;"DIRESA
GERESA
DIRIS";INSTITUCIÓN;DEPARTAMENTO;PROVINCIA;DISTRITO;GRADO DE DIFICULTAD;"CODIGO
RENIPRESS
MODULAR";NOMBRE DE ESTABLECIMIENTO;CATEGORIA;PRESUPUESTO;ZAF (*);ZE (**);norte;este;direccion
BIOLOGIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;CHUCUITO;PISACOMA;GD-5;00003007;PIZACOMA;I-3;NACIONAL;SI;NO;-169077191;-6937027627;CENTRO POBLADO PISACOMA
BIOLOGIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;EL COLLAO;CONDURIRI;GD-5;00003031;CONDURIRI;I-3;NACIONAL;SI;NO;-1662270167;-6970634333;JR. APURIMAC S/N CONDURIRI
BIOLOGIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;EL COLLAO;ILAVE;GD-5;00003037;CHIJICHAYA;I-3;NACIONAL;SI;NO;-1616774833;-6968833;CENTRO POBLADO CHIJICHAYA
BIOLOGIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;LAMPA;PALCA;GD-5;00003134;PALCA;I-4;NACIONAL;SI;NO;-1523522495;-7059828667;JIRONES MIGUEL GRAU Y PACHECO S/N
BIOLOGIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;MOHO;TILALI;GD-5;00003111;TILALI;I-3;REGIONAL;SI;NO;-1551457667;-6934608667;CERCADO DE TILALI
BIOLOGIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;PUNO;MAÑAZO;GD-5;00003236;MAÑAZO;I-3;REGIONAL;SI;NO;-1580152333;-7034288833;AV. PANAMERICANA S/N
BIOLOGIA;SEDE CENTRAL;1;PUNO;GOBIERNO REGIONAL;PUNO;PUNO;PICHACANI;GD-5;00003240;LARAQUERI;I-3;NACIONAL;SI;NO;-1614953;-7005978667;AVENIDA AUGUSTO B. LEGUIA
BIOLOGIA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;CANDARAVE;CANDARAVE;GD-4;00002874;CENTRO DE SALUD CANDARAVE;I-3;NACIONAL;NO;NO;-1727166312;-7025228994;CALLE  SAN  FRANCISCO  S/N
BIOLOGIA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TACNA;PALCA;GD-5;00002867;CENTRO DE SALUD ALTO PERU;I-3;NACIONAL;SI;NO;-1757480864;-6968069073;CPM. ALTO PERU S/N
BIOLOGIA;SEDE CENTRAL;1;TACNA;GOBIERNO REGIONAL;TACNA;TARATA;TARATA;GD-5;00002932;CENTRO DE SALUD TARATA;I-3;NACIONAL;NO;NO;-1747975146;-7003532531;AV. 28 DE JULIO  Nº 132
BIOLOGIA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;CORONEL PORTILLO;CAMPOVERDE;GD-1;00005426;CAMPO VERDE;I-3;NACIONAL;NO;NO;-847209435;-7480601039;JR. LIBERTAD N° 174 - CAMPOVERDE
BIOLOGIA;SEDE CENTRAL;1;UCAYALI;GOBIERNO REGIONAL;UCAYALI;PADRE ABAD;PADRE ABAD;GD-2;00005395;AGUAYTIA;I-4;NACIONAL;NO;NO;-905235673;-7551247932;JR: LAMAS Nº 280 VILLA AGUAYTIA
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;ESSALUD;AMAZONAS;BAGUA;IMAZA;GD-5;00021230;CENTRO DE ATENCION PRIMARIA I  IMAZA;I-2;ESSALUD;NO;NO;-515974;-7828835;AVENIDA PRINCIPAL S/N - CENTRO POBLADO CHIRIACO
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;ESSALUD;AMAZONAS;BONGARA;JAZAN;GD-2;00009072;CENTRO DE ATENCIÓN PRIMARIA I PEDRO RUIZ;I-2;ESSALUD;NO;NO;-595021597;-779794936;JR. SACSAHUAMAN CDRA  5
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;ESSALUD;AMAZONAS;CONDORCANQUI;NIEVA;GD-5;00009070;SANTA MARIA DE NIEVA;I-3;ESSALUD;NO;NO;-459319235;-7786553857;JR. EL PORVENIR N° 300
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;ESSALUD;AMAZONAS;LUYA;LAMUD;GD-3;00009071;CENTRO DE ATENCIÓN PRIMARIA I LAMUD;I-2;ESSALUD;NO;NO;-61362221;-779505261;AV. MIGUEL GRAU N° 577
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;ESSALUD;AMAZONAS;LUYA;OCALLI;GD-4;00009074;POSTA MEDICA OCALLI;I-2;ESSALUD;NO;NO;-623603333;-7826676167;JR. LORETO N° 295
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;ESSALUD;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;GD-3;00009069;CENTRO DE ATENCIÓN PRIMARIA II RODRÍGUEZ DE MENDOZA;I-3;ESSALUD;NO;NO;-639752206;-7747886804;JR. MANUEL PELAEZ N° 108
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;ESSALUD;AMAZONAS;UTCUBAMBA;LONYA GRANDE;GD-3;00009073;POSTA MEDICA LONYA GRANDE;I-2;ESSALUD;NO;NO;-609726;-78422706;JR. 28 DE JULIO N° 475
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;BAGUA;ARAMANGO;GD-4;00007008;CHINGANZA;I-1;NACIONAL;NO;NO;-536293198;-7845039335;CHINGANZA S/N
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;BAGUA;ARAMANGO;GD-4;00005055;COPALLIN DE ARAMANGO;I-2;REGIONAL;NO;NO;-545976793;-7845834617;COPALLIN DE ARAMANGO S/N
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;BAGUA;BAGUA;GD-3;00007007;ACERILLO;I-1;NACIONAL;NO;NO;-553913422;-7854861946;ANEXO ACERILLO S/N
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;BAGUA;COPALLIN;GD-3;00007004;LLUHUANA;I-2;NACIONAL;NO;NO;-567723361;-7840024253;LLUHUANA S/N
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;BONGARA;FLORIDA;GD-4;00004934;GUALULO;I-1;REGIONAL;NO;NO;-584925534;-779092696;AV. PRINCIPAL S/N - ANEXO GUALULO
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;CHACHAPOYAS;LEVANTO;GD-5;00004842;LEVANTO;I-1;REGIONAL;NO;NO;-6307315;-7789943833;AVENIDA PRINCIPAL S/N - LEVANTO
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;CHACHAPOYAS;SOLOCO;GD-4;00004882;SOLOCO;I-1;NACIONAL;NO;NO;-62593825;-7774440804;JR. LA RIVERA S/N
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;LUYA;OCALLI;GD-4;00007153;CELCHO CUZCO;I-1;NACIONAL;SI;NO;-624506833;-7824062167;AVENIDA PRINCIPAL S/N - CENTRO POBLADO CELCHO CUZCO
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;LUYA;OCUMAL;GD-4;00004843;COLLONCE;I-3;NACIONAL;SI;NO;-628132603;-7820750359;AVENIDA PRINCIPAL S/N - CENTRO POBLADO COLLONCE
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;LUYA;OCUMAL;GD-5;00007244;VISTA HERMOSA DE OCUMAL;I-1;REGIONAL;SI;NO;-6322815;-7810576333;AVENIDA PRINCIPAL S/N - CENTRO POBLADO VISTA HERMOSA
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;LUYA;PROVIDENCIA;GD-4;00004849;PROVIDENCIA;I-2;REGIONAL;SI;NO;-629522137;-7824157727;AVENIDA PRINCIPAL S/N - CENTRO POBLADO PROVIDENCIA
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;LUYA;SANTA CATALINA;GD-5;00004914;INGENIO;I-1;REGIONAL;SI;NO;-600352409;-7814906176;AVENIDA PRINCIPAL S/N - CENTRO POBLADO INGENIO
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;GD-4;00004955;LIMABAMBA;I-3;NACIONAL;NO;NO;-649902126;-7749921411;JR. LIMABAMBA S/N
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;GD-4;00009680;GARZAYACU;I-1;NACIONAL;SI;NO;-6517539;-77026583;CALLE PRINCIPAL S/N - ANEXO GARZAYACU
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;GD-4;00011725;JAVRULOT;I-1;REGIONAL;SI;NO;-645750797;-7733132749;AVENIDA PRINCIPAL S/N - CENTRO POBLADO JAVRULOT
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;GD-4;00004947;NUEVO CHIRIMOTO;I-3;NACIONAL;NO;NO;-655129879;-772372622;AVENIDA PLAZA DE ARMAS S/N - ANEXO NUEVO CHIRIMOTO
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;GD-4;00004946;OMIA;I-3;REGIONAL;NO;NO;-646913004;-7739600001;JR. EL ROSARIO S/N
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;RODRIGUEZ DE MENDOZA;VISTA ALEGRE;GD-5;00007057;SALAS;I-2;NACIONAL;SI;NO;-619003;-7723232;AV. PRINCIPAL S/N - ANEXO SALAS
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;GD-3;00006717;PROGRESO SAN ANTONIO;I-1;NACIONAL;NO;NO;-596022486;-7831703377;CALLE PRINCIPAL S/N - CENTRO POBLADO PROGRESO SAN ANTONIO
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;GD-3;00005138;ROSAPAMPA;I-1;NACIONAL;NO;NO;-592857425;-784476876;ROSAPAMPA S/N
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;UTCUBAMBA;CAJARURO;GD-3;00005094;MISQUIYACU ALTO;I-1;REGIONAL;NO;NO;-574164036;-7833570459;AVENIDA PRINCIPAL S/N - CENTRO POBLADO MISQUIYACU ALTO
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;UTCUBAMBA;CAJARURO;GD-3;00005103;NARANJITOS;I-3;NACIONAL;NO;NO;0;0;NARANJITOS S/N
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;UTCUBAMBA;CUMBA;GD-4;00005111;CUMBA;I-3;NACIONAL;NO;NO;-593384564;-7866316525;CUMBA S/N
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;UTCUBAMBA;CUMBA;GD-4;00006807;MIRAFLORES;I-1;NACIONAL;NO;NO;-594397115;-7855019649;MIRAFLORES S/N
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;UTCUBAMBA;JAMALCA;GD-3;00005144;EL SALAO;I-1;NACIONAL;NO;NO;-583755138;-7824501087;AVENIDA PRINCIPAL S/N - CENTRO POBLADO EL SALAO
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;UTCUBAMBA;LONYA GRANDE;GD-3;00005120;LONYA GRANDE;I-3;REGIONAL;NO;NO;-609625678;-7842137991;LONYA GRANDE S/N
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;GOBIERNO REGIONAL;AMAZONAS;UTCUBAMBA;YAMON;GD-4;00005115;VISTA ALEGRE DE YAMON;I-3;REGIONAL;SI;NO;-599768818;-7853735036;AVENIDA PRINCIPAL S/N - CENTRO POBLADO VISTA ALEGRE DE YAMON
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;SANIDAD DE LA POLICIA NACIONAL DEL PERU;AMAZONAS;BAGUA;BAGUA;GD-3;00035199;SANIDAD PNP BAGUA;I-3;PNP;NO;NO;-564254718;-7852456466;MIRAFLORES
ENFERMERIA;SEDE CENTRAL;1;AMAZONAS;SANIDAD DE LA POLICIA NACIONAL DEL PERU;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;GD-3;00018106;POLICLINICO POLICIAL BAGUA GRANDE;I-3;PNP;NO;NO;-575691735;-784404681;JOSE SANTOS CHOCANO 155
ENFERMERIA;SEDE CENTRAL;1;ANCASH;ESSALUD;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;GD-4;00009926;POSTA MEDICA PISCOBAMBA;I-2;ESSALUD;NO;NO;0;0;JR. MANCO INCA Nº 231
ENFERMERIA;SEDE CENTRAL;1;ANCASH;ESSALUD;ANCASH;PALLASCA;CABANA;GD-4;00009924;POSTA MEDICA CABANA;I-2;ESSALUD;NO;NO;-83944043;-78006695;LA PAMPA
ENFERMERIA;SEDE CENTRAL;1;ANCASH;ESSALUD;ANCASH;PALLASCA;CONCHUCOS;GD-5;00009201;POSTA MEDICA CONCHUCOS;I-2;ESSALUD;NO;NO;0;0;AV.LOS INCAS S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;ESSALUD;ANCASH;PALLASCA;PAMPAS;GD-5;00009202;POSTA MEDICA PAMPAS;I-2;ESSALUD;NO;NO;0;0;JR.CALLAO S/N- PAMPAS
ENFERMERIA;SEDE CENTRAL;1;ANCASH;ESSALUD;ANCASH;POMABAMBA;POMABAMBA;GD-4;00009922;CENTRO DE ATENCION PRIMARIA II POMABAMBA;I-3;ESSALUD;NO;NO;-12046374;-770427934;JR. SANTA ROSA Nº 100
ENFERMERIA;SEDE CENTRAL;1;ANCASH;ESSALUD;ANCASH;SANTA;NEPEÑA;GD-2;00009921;CENTRO DE ATENCION PRIMARIA II SAN JACINTO;I-3;ESSALUD;NO;NO;0;0;ALAMEDA SOLIVIN MZA  F 2 LOTE 02
ENFERMERIA;SEDE CENTRAL;1;ANCASH;ESSALUD;ANCASH;YUNGAY;YUNGAY;GD-4;00009923;POSTA MEDICA YUNGAY;I-2;ESSALUD;NO;NO;-91392751;-777456709;JR. SAENZ PEÑA S/N . AURA
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;AIJA;LA MERCED;GD-4;00001514;PUESTO DE SALUD SANTA  CRUZ;I-1;NACIONAL;SI;NO;-9698805;-7759309667;CAMINO DE HERRADURA  S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;ANTONIO RAIMONDI;ACZO;GD-5;00001839;PUESTO DE SALUD  UCHUPATA;I-2;NACIONAL;NO;NO;-92772703;-7702699988;BARRIO TUPAC AMARU - LOCALIDAD SAN PEDRO DE UCHUPATA
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;ANTONIO RAIMONDI;ACZO;GD-5;00001849;PUESTO DE SALUD CHACAS;I-1;NACIONAL;NO;NO;-916243052;-7701655937;COMUNIDAD DE CHACAS
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;ANTONIO RAIMONDI;MIRGAS;GD-5;00001852;PUESTO DE SALUD MIRGAS;I-2;REGIONAL;NO;NO;-907956951;-7709418474;AV. CONFRATERNIDAD  S/N MIRGAS
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;BOLOGNESI;AQUIA;GD-3;00001494;PUESTO DE SALUD AQUIA;I-2;NACIONAL;NO;NO;-100752737;-7714540093;JR. SIMON BOLIVAR SN
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;BOLOGNESI;MANGAS;GD-3;00001504;PUESTO DE SALUD MANGAS;I-1;NACIONAL;NO;NO;-1036741579;-7710360623;PASAJE TAURIPAN S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;BOLOGNESI;PACLLON;GD-3;00001500;PUESTO DE SALUD LLAMAC;I-1;NACIONAL;SI;NO;-1019725784;-7703093257;AV. BOLOGNESI SN
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;BOLOGNESI;PACLLON;GD-3;00001499;PUESTO DE SALUD PACLLON;I-1;NACIONAL;SI;NO;-1021522866;-7708122102;JR. HUANUCO SN
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;GD-5;00001860;PUESTO DE SALUD CANCHABAMBA;I-1;NACIONAL;NO;NO;-90805489;-7728446169;COMUNIDAD DE CANCHABAMBA S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;GD-5;00001858;PUESTO DE SALUD HUMANHUAUCO;I-1;NACIONAL;NO;NO;-902680561;-7734955991;AV. 28 DE JULIO S/N - HUMANHUAUCO
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;GD-4;00001859;PUESTO DE SALUD UCHUSQUILLO;I-1;NACIONAL;NO;NO;-901304515;-7735138528;JR. LIMA S/N - CENTRO POBLADO DE UCHUSQUILLO
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;CARLOS FERMIN FITZCARRALD;SAN NICOLAS;GD-5;00001865;PUESTO DE SALUD LLAMACA;I-1;NACIONAL;SI;NO;-906634997;-771805588;LLAMACA S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;CARLOS FERMIN FITZCARRALD;YAUYA;GD-5;00006632;PUESTO DE SALUD SAN MIGUEL DE JUNCAY;I-1;NACIONAL;NO;NO;-897060031;-7725570769;BARRIO DE LIMAPAMPA S/N - CENTRO POBLADO DE JUNCAY
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;CORONGO;CUSCA;GD-5;00006637;PUESTO DE SALUD ANTONIO RAYMONDI HUALLCALLANCA;I-1;NACIONAL;NO;NO;-855643312;-7779898063;LOCALIDAD DE HUALLCALLANCA
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;CORONGO;YUPAN;GD-5;00001632;PUESTO DE SALUD YUPAN;I-1;NACIONAL;NO;NO;-861687833;-7796746;DISTRITO DE YUPAN S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;HUARAZ;COLCABAMBA;GD-5;00001733;COLCABAMBA;I-1;NACIONAL;NO;NO;-959360142;-7780912509;JR. LA UNION S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;HUARAZ;PAMPAS GRANDE;GD-4;00001584;PUESTO DE SALUD PAMPAS GRANDE;I-2;REGIONAL;NO;NO;-96572729;-7782789011;CARRETERA HUARAZ-PAMPAS GRANDE S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;HUARI;CAJAY;GD-5;00001818;PUESTO DE SALUD QUERORACRA;I-1;NACIONAL;NO;NO;-929090827;-7707361367;CENTRO POBLADO QUERORAGRA S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;HUARI;CHAVIN DE HUANTAR;GD-5;00001829;PUESTO DE SALUD CHACPAR;I-1;NACIONAL;NO;NO;-957670727;-7721385761;COMUNIDAD DE CHACPAR S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;HUARI;HUACHIS;GD-4;00001831;PUESTO DE SALUD  HUACHIS;I-2;NACIONAL;NO;NO;-940590343;-7709801362;HUACHIS S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;HUARI;MASIN;GD-5;00006642;PUESTO DE SALUD ACCHAS;I-1;NACIONAL;NO;NO;-932410769;-7704836295;CENTRO POBLADO DE ACCHAS S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;HUARI;PONTO;GD-5;00001834;PUESTO DE SALUD  SAN MIGUEL DE PONTO;I-1;REGIONAL;NO;NO;-931261701;-7697261267;CENTRO POBLADO SAN MIQUEL DE PONTO S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;HUARI;PONTO;GD-5;00001833;PUESTO DE SALUD PONTO;I-2;NACIONAL;NO;NO;-932607892;-7700573668;JR. ALFONSO UGARTE CON MIGUEL GRAU - PONTO
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;HUARI;RAPAYAN;GD-4;00001845;PUESTO DE SALUD RAPAYAN;I-2;REGIONAL;NO;NO;-920449399;-7676282336;JR. GUADALUPE  S/N - RAPAYAN
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;HUARI;SAN PEDRO DE CHANA;GD-5;00001838;PUESTO DE SALUD VICHON;I-1;REGIONAL;NO;NO;-943635763;-7702248535;CENTRO POBLADO DE VICHON, SAN PEDRO DE CHANA
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;HUARMEY;COCHAPETI;GD-4;00001749;PUESTO DE SALUD COCHAPETI;I-1;NACIONAL;NO;NO;-998571833;-77645025;FALDAS DEL CERRO NUNUNCAYOC S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;HUAYLAS;HUATA;GD-5;00001604;PUESTO DE SALUD RACRACALLAN;I-1;NACIONAL;NO;NO;-903323167;-7788681333;LOCALIDAD DE RACRACALLAN
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;HUAYLAS;PAMPAROMAS;GD-5;00001623;PUESTO DE SALUD PISHA;I-1;REGIONAL;NO;NO;-92197976;-7792375972;CENTRO POBLADO DE PISHA  S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;HUAYLAS;PAMPAROMAS;GD-5;00001619;PUESTO DE SALUD ULLPAN;I-1;NACIONAL;NO;NO;-91021194;-7804172559;CASERIO DE ULLPAN
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;HUAYLAS;PUEBLO LIBRE;GD-5;00001614;PUESTO DE SALUD VIRGEN INMACULADA DEL CENTRO POBLADO DE ACOYO;I-1;NACIONAL;NO;NO;-919194738;-7780514865;LOCALIDAD DE ACOYO S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;HUAYLAS;SANTO TORIBIO;GD-5;00001609;PUESTO DE SALUD ISCAP;I-1;NACIONAL;NO;NO;-884612167;-7792413333;BARRIO DE ISCAP S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;MARISCAL LUZURIAGA;CASCA;GD-5;00001785;PUESTO DE SALUD CASCA;I-2;NACIONAL;NO;NO;-885614051;-7739805931;JR. HUANDOY S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;MARISCAL LUZURIAGA;ELEAZAR GUZMAN BARRON;GD-5;00001787;PUESTO DE SALUD PUMPA;I-1;NACIONAL;SI;NO;-888743849;-772060032;COMUNIDAD SAN JUAN BAUTISTA DE PUMPA S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;MARISCAL LUZURIAGA;FIDEL OLIVAS ESCUDERO;GD-5;00001794;PUESTO DE SALUD PARCO;I-1;REGIONAL;NO;NO;-87705296;-7730533078;PJE. SHIRAPATA S/N  - PARCO
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;MARISCAL LUZURIAGA;LLAMA;GD-5;00001788;PUESTO DE SALUD LLAMA;I-2;NACIONAL;NO;NO;-891434573;-7730110763;JE. LOS CLAVELES  S/N - LLAMA
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;MARISCAL LUZURIAGA;LUCMA;GD-5;00001790;PUESTO DE SALUD LUCMA;I-2;NACIONAL;NO;NO;-891551321;-774128389;CENTRO POBLADO LUCMA
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;GD-5;00001784;PUESTO DE SALUD SOCOSBAMBA;I-1;REGIONAL;NO;NO;-889188665;-77362922;AV. TRINIDAD RODRIGUEZ S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;OCROS;CONGAS;GD-4;00001760;PUESTO DE SALUD CONGAS;I-1;NACIONAL;NO;NO;-1033552;-7744004667;CONGAS SN
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;PALLASCA;BOLOGNESI;GD-5;00001686;PUESTO DE SALUD FERRER;I-1;NACIONAL;NO;NO;-835679727;-7801881345;TERESA DE CALCULTA MZ C LOTE 19
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;PALLASCA;CONCHUCOS;GD-5;00001688;CENTRO DE SALUD CONCHUCOS;I-3;NACIONAL;NO;NO;-826444022;-7785198442;AV. 10 DE NOVIEMBRE Nº 1025
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;PALLASCA;CONCHUCOS;GD-5;00001691;PUESTO DE SALUD CHALAN;I-2;NACIONAL;NO;NO;-818578058;-7768414836;CENTRO POBLADO DE CHALAN S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;PALLASCA;CONCHUCOS;GD-5;00001689;PUESTO DE SALUD MAYAS;I-1;REGIONAL;SI;NO;-827489885;-7766860054;CENTRO POBLADO DE MAYAS S/N
ENFERMERIA;SEDE CENTRAL;1;ANCASH;GOBIERNO REGIONAL;ANCASH;PALLASCA;HUANDOVAL;GD-5;00001687;PUESTO DE SALUD HUANDOVAL;I-2;NACIONAL;NO;NO;-83297298;-7797607032;JR/CALLE GRANDE S/N
